region,zone,district,traditional_authority,facility_name,datim_code,system,hsector,period,reporting_period,sub_groups,new_women_registered,total_women_in_booking_cohort,not_tested_for_syphilis,syphilis_negative,syphilis_positive,hiv_status_not_ascertained,previous_negative,previous_positive,new_negative,new_positive,not_on_cpt,on_cpt,no_ar_vs,already_on_art_when_starting_anc,started_art_at_0_27_weeks_of_pregnancy,started_art_at_28_weeks_of_preg,no_ar_vs_dispensed_for_infant,ar_vs_dispensed_for_infant
Central Region,Central East Zone,Dowa,TA Chakhaza,Madisi Mission Hospital,KQbg3cuB9pC,POC,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,101,1,100,0,0,0,2,98,1,0,3,0,2,0,1,0,3
Central Region,Central East Zone,Dowa,TA Chakhaza,Bowe Health Centre,qTtCxpzecgo,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),107,NA,NA,NA,NA,0,0,1,105,1,NA,NA,1,0,1,0,NA,NA
Central Region,Central East Zone,Dowa,TA Chakhaza,Bowe Health Centre,qTtCxpzecgo,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,81,2,79,0,44,0,0,36,1,0,1,0,0,1,0,0,1
Central Region,Central East Zone,Dowa,TA Chakhaza,Bowe Health Centre,qTtCxpzecgo,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),55,NA,NA,NA,NA,0,1,1,52,1,NA,NA,0,1,1,0,NA,NA
Central Region,Central East Zone,Dowa,TA Chakhaza,Bowe Health Centre,qTtCxpzecgo,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,90,2,88,0,49,0,2,38,1,1,2,1,2,0,0,1,2
Central Region,Central East Zone,Dowa,TA Chakhaza,Bowe Health Centre,qTtCxpzecgo,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),76,NA,NA,NA,NA,0,0,1,75,0,NA,NA,0,1,0,0,NA,NA
Central Region,Central East Zone,Dowa,TA Chakhaza,Bowe Health Centre,qTtCxpzecgo,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,97,3,93,1,67,0,1,29,0,0,1,0,1,0,0,0,1
Central Region,Central East Zone,Dowa,TA Chakhaza,Kasese Health Centre,X45oQulBX86,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),66,NA,NA,NA,NA,0,1,1,64,0,NA,NA,0,1,0,0,NA,NA
Central Region,Central East Zone,Dowa,TA Chakhaza,Kasese Health Centre,X45oQulBX86,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,70,0,70,0,0,0,4,65,1,0,5,0,4,1,0,0,5
Central Region,Central East Zone,Dowa,TA Chakhaza,Kasese Health Centre,X45oQulBX86,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),60,NA,NA,NA,NA,1,1,1,56,1,NA,NA,0,1,1,0,NA,NA
Central Region,Central East Zone,Dowa,TA Chakhaza,Kasese Health Centre,X45oQulBX86,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,87,1,85,1,3,0,2,81,1,0,3,0,2,1,0,0,3
Central Region,Central East Zone,Dowa,TA Chakhaza,Kasese Health Centre,X45oQulBX86,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),39,NA,NA,NA,NA,1,1,2,34,1,NA,NA,0,2,1,0,NA,NA
Central Region,Central East Zone,Dowa,TA Chakhaza,Kasese Health Centre,X45oQulBX86,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,53,1,51,1,0,0,2,49,2,0,4,0,2,2,0,0,4
Central Region,Central East Zone,Dowa,TA Chakhaza,Chakhadza Health Centre,rYCSvPVrSxQ,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),62,NA,NA,NA,NA,5,6,0,51,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central East Zone,Dowa,TA Chakhaza,Chakhadza Health Centre,rYCSvPVrSxQ,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,53,22,31,0,42,0,1,10,0,0,1,0,1,0,0,0,1
Central Region,Central East Zone,Dowa,TA Chakhaza,Chakhadza Health Centre,rYCSvPVrSxQ,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),30,NA,NA,NA,NA,2,0,0,28,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central East Zone,Dowa,TA Chakhaza,Chakhadza Health Centre,rYCSvPVrSxQ,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,47,18,29,0,32,1,1,13,0,0,1,0,1,0,0,0,1
Central Region,Central East Zone,Dowa,TA Chakhaza,Chakhadza Health Centre,rYCSvPVrSxQ,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),43,NA,NA,NA,NA,3,1,0,38,1,NA,NA,0,0,0,1,NA,NA
Central Region,Central East Zone,Dowa,TA Chakhaza,Chakhadza Health Centre,rYCSvPVrSxQ,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,55,50,5,0,43,0,0,12,0,0,0,0,0,0,0,0,0
Central Region,Central East Zone,Dowa,TA Chakhaza,Chinkhwiri Health Centre,PJ5pgj2GCo0,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),30,NA,NA,NA,NA,9,0,0,21,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central East Zone,Dowa,TA Chakhaza,Chinkhwiri Health Centre,PJ5pgj2GCo0,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,58,58,0,0,32,0,0,24,2,2,0,2,0,0,0,2,0
Central Region,Central East Zone,Dowa,TA Chakhaza,Chinkhwiri Health Centre,PJ5pgj2GCo0,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),46,NA,NA,NA,NA,5,0,0,40,1,NA,NA,1,0,0,0,NA,NA
Central Region,Central East Zone,Dowa,TA Chakhaza,Chinkhwiri Health Centre,PJ5pgj2GCo0,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,75,74,1,0,50,0,0,24,1,0,1,0,0,1,0,0,1
Central Region,Central East Zone,Dowa,TA Chakhaza,Chinkhwiri Health Centre,PJ5pgj2GCo0,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),59,NA,NA,NA,NA,48,0,0,10,1,NA,NA,1,0,0,0,NA,NA
Central Region,Central East Zone,Dowa,TA Chakhaza,Chinkhwiri Health Centre,PJ5pgj2GCo0,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,42,41,1,0,32,0,0,8,2,0,2,0,0,2,0,0,2
Central Region,Central East Zone,Dowa,TA Chakhaza,Chizolowondo Health Centre,LdDupIlMQno,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),101,NA,NA,NA,NA,29,0,1,71,0,NA,NA,0,1,0,0,NA,NA
Central Region,Central East Zone,Dowa,TA Chakhaza,Chizolowondo Health Centre,LdDupIlMQno,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,48,7,41,0,6,0,0,42,0,0,0,0,0,0,0,0,0
Central Region,Central East Zone,Dowa,TA Chakhaza,Chizolowondo Health Centre,LdDupIlMQno,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),54,NA,NA,NA,NA,17,0,0,37,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central East Zone,Dowa,TA Chakhaza,Chizolowondo Health Centre,LdDupIlMQno,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,73,3,70,0,7,0,0,66,0,0,0,0,0,0,0,0,0
Central Region,Central East Zone,Dowa,TA Chakhaza,Chizolowondo Health Centre,LdDupIlMQno,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),63,NA,NA,NA,NA,11,0,0,52,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central East Zone,Dowa,TA Chakhaza,Chizolowondo Health Centre,LdDupIlMQno,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,65,9,56,0,8,0,2,55,0,0,2,0,2,0,0,0,2
Central Region,Central East Zone,Dowa,TA Dzoole,Dzoole Health Centre,hUl88QRqo6h,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),82,NA,NA,NA,NA,7,10,1,64,0,NA,NA,0,0,1,0,NA,NA
Central Region,Central East Zone,Dowa,TA Dzoole,Dzoole Health Centre,hUl88QRqo6h,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,66,40,26,0,2,0,0,64,0,0,0,0,0,0,0,0,0
Central Region,Central East Zone,Dowa,TA Dzoole,Dzoole Health Centre,hUl88QRqo6h,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),75,NA,NA,NA,NA,3,25,0,47,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central East Zone,Dowa,TA Dzoole,Dzoole Health Centre,hUl88QRqo6h,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,40,23,17,0,0,0,1,39,0,0,1,0,1,0,0,0,1
Central Region,Central East Zone,Dowa,TA Dzoole,Dzoole Health Centre,hUl88QRqo6h,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),58,NA,NA,NA,NA,10,8,1,39,0,NA,NA,0,1,0,0,NA,NA
Central Region,Central East Zone,Dowa,TA Dzoole,Dzoole Health Centre,hUl88QRqo6h,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,64,29,35,0,8,0,0,55,1,0,1,0,0,1,0,0,1
Central Region,Central East Zone,Dowa,Dowa Boma,Dowa District Hospital,xm3LMHjXMf3,POC,Public,2019 Q1,1st month of quarter,All patients (checked data),105,NA,NA,NA,NA,7,0,1,96,1,NA,NA,0,1,1,0,NA,NA
Central Region,Central East Zone,Dowa,Dowa Boma,Dowa District Hospital,xm3LMHjXMf3,POC,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,136,10,126,0,0,0,3,133,0,0,3,0,3,0,0,0,3
Central Region,Central East Zone,Dowa,Dowa Boma,Dowa District Hospital,xm3LMHjXMf3,POC,Public,2019 Q1,2nd month of quarter,All patients (checked data),73,NA,NA,NA,NA,0,0,3,69,1,NA,NA,0,3,1,0,NA,NA
Central Region,Central East Zone,Dowa,Dowa Boma,Dowa District Hospital,xm3LMHjXMf3,POC,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,129,48,81,0,5,0,2,122,0,0,2,0,2,0,0,0,2
Central Region,Central East Zone,Dowa,Dowa Boma,Dowa District Hospital,xm3LMHjXMf3,POC,Public,2019 Q1,3rd month of quarter,All patients (checked data),87,NA,NA,NA,NA,3,0,4,78,2,NA,NA,0,4,2,0,NA,NA
Central Region,Central East Zone,Dowa,Dowa Boma,Dowa District Hospital,xm3LMHjXMf3,POC,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,106,42,64,0,32,0,2,72,0,0,2,0,2,0,0,0,2
Central Region,Central East Zone,Dowa,Dowa Boma,Fpam Clinic Dowa,L8yXcV9dlth,e-mastercard,Private,2019 Q1,1st month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central East Zone,Dowa,Dowa Boma,Fpam Clinic Dowa,L8yXcV9dlth,e-mastercard,Private,2019 Q1,1st month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central East Zone,Dowa,Dowa Boma,Fpam Clinic Dowa,L8yXcV9dlth,e-mastercard,Private,2019 Q1,2nd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central East Zone,Dowa,Dowa Boma,Fpam Clinic Dowa,L8yXcV9dlth,e-mastercard,Private,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central East Zone,Dowa,Dowa Boma,Fpam Clinic Dowa,L8yXcV9dlth,e-mastercard,Private,2019 Q1,3rd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central East Zone,Dowa,Dowa Boma,Fpam Clinic Dowa,L8yXcV9dlth,e-mastercard,Private,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central East Zone,Dowa,Mponela Urban,Mponela Rural Hospital,xLPtF021P2p,POC,Public,2019 Q1,1st month of quarter,All patients (checked data),325,NA,NA,NA,NA,0,318,7,0,0,NA,NA,0,7,0,0,NA,NA
Central Region,Central East Zone,Dowa,Mponela Urban,Mponela Rural Hospital,xLPtF021P2p,POC,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,224,0,223,1,0,0,3,221,0,0,3,0,3,0,0,0,3
Central Region,Central East Zone,Dowa,Mponela Urban,Mponela Rural Hospital,xLPtF021P2p,POC,Public,2019 Q1,2nd month of quarter,All patients (checked data),264,NA,NA,NA,NA,0,257,5,0,2,NA,NA,0,5,2,0,NA,NA
Central Region,Central East Zone,Dowa,Mponela Urban,Mponela Rural Hospital,xLPtF021P2p,POC,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,265,0,262,3,0,0,5,258,2,0,7,0,5,2,0,0,7
Central Region,Central East Zone,Dowa,Mponela Urban,Mponela Rural Hospital,xLPtF021P2p,POC,Public,2019 Q1,3rd month of quarter,All patients (checked data),322,NA,NA,NA,NA,0,0,11,311,0,NA,NA,0,11,0,0,NA,NA
Central Region,Central East Zone,Dowa,Mponela Urban,Mponela Rural Hospital,xLPtF021P2p,POC,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,256,0,253,3,0,0,4,251,1,0,5,0,4,1,0,0,5
Central Region,Central East Zone,Salima,TA Karonga,Salima District Hospital,Pi1UjlChKSI,POC,Public,2019 Q1,1st month of quarter,All patients (checked data),1290,NA,NA,NA,NA,0,0,23,1206,61,NA,NA,0,23,61,0,NA,NA
Central Region,Central East Zone,Salima,TA Karonga,Salima District Hospital,Pi1UjlChKSI,POC,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,1021,46,971,4,22,0,67,931,1,0,68,0,67,1,0,0,68
Central Region,Central East Zone,Salima,TA Karonga,Salima District Hospital,Pi1UjlChKSI,POC,Public,2019 Q1,2nd month of quarter,All patients (checked data),1033,NA,NA,NA,NA,0,0,39,975,19,NA,NA,0,39,19,0,NA,NA
Central Region,Central East Zone,Salima,TA Karonga,Salima District Hospital,Pi1UjlChKSI,POC,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,1039,46,989,4,0,0,45,992,2,0,47,0,45,2,0,0,47
Central Region,Central East Zone,Salima,TA Karonga,Salima District Hospital,Pi1UjlChKSI,POC,Public,2019 Q1,3rd month of quarter,All patients (checked data),976,NA,NA,NA,NA,0,0,13,941,22,NA,NA,0,13,22,0,NA,NA
Central Region,Central East Zone,Salima,TA Karonga,Salima District Hospital,Pi1UjlChKSI,POC,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,892,43,843,6,0,0,1,844,47,0,48,0,1,47,0,0,48
Central Region,Central East Zone,Salima,TA Karonga,Kaphatenga Health Centre,K7y3PfYwwS9,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),66,NA,NA,NA,NA,4,0,0,62,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central East Zone,Salima,TA Karonga,Kaphatenga Health Centre,K7y3PfYwwS9,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,61,30,31,0,20,2,1,37,1,0,2,0,1,1,0,0,2
Central Region,Central East Zone,Salima,TA Karonga,Kaphatenga Health Centre,K7y3PfYwwS9,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),70,NA,NA,NA,NA,17,0,1,51,1,NA,NA,0,1,1,0,NA,NA
Central Region,Central East Zone,Salima,TA Karonga,Kaphatenga Health Centre,K7y3PfYwwS9,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,57,10,47,0,1,4,1,51,0,0,1,0,1,0,0,0,1
Central Region,Central East Zone,Salima,TA Karonga,Kaphatenga Health Centre,K7y3PfYwwS9,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),68,NA,NA,NA,NA,8,0,0,60,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central East Zone,Salima,TA Karonga,Kaphatenga Health Centre,K7y3PfYwwS9,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,86,33,53,0,4,2,2,78,0,0,2,0,2,0,0,0,2
Central Region,Central East Zone,Salima,TA Karonga,Chinguluwe Health Centre Salima,OaUbd5TnnT4,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),58,NA,NA,NA,NA,0,2,1,55,0,NA,NA,0,1,0,0,NA,NA
Central Region,Central East Zone,Salima,TA Karonga,Chinguluwe Health Centre Salima,OaUbd5TnnT4,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,42,0,42,0,0,0,2,40,0,0,2,0,2,0,0,0,2
Central Region,Central East Zone,Salima,TA Karonga,Chinguluwe Health Centre Salima,OaUbd5TnnT4,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),52,NA,NA,NA,NA,0,0,3,49,0,NA,NA,0,3,0,0,NA,NA
Central Region,Central East Zone,Salima,TA Karonga,Chinguluwe Health Centre Salima,OaUbd5TnnT4,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,48,0,48,0,0,0,0,48,0,0,0,0,0,0,0,0,0
Central Region,Central East Zone,Salima,TA Karonga,Chinguluwe Health Centre Salima,OaUbd5TnnT4,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),57,NA,NA,NA,NA,0,1,2,54,0,NA,NA,0,2,0,0,NA,NA
Central Region,Central East Zone,Salima,TA Karonga,Chinguluwe Health Centre Salima,OaUbd5TnnT4,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,48,0,48,0,0,0,1,47,0,0,1,0,1,0,0,0,1
Central Region,Central East Zone,Salima,TA Karonga,Katawa Health Centre,SwsE7VzcNRF,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),11,NA,NA,NA,NA,1,0,0,10,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central East Zone,Salima,TA Karonga,Katawa Health Centre,SwsE7VzcNRF,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,20,0,20,0,0,0,1,19,0,0,1,0,1,0,0,0,1
Central Region,Central East Zone,Salima,TA Karonga,Katawa Health Centre,SwsE7VzcNRF,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),14,NA,NA,NA,NA,1,0,2,11,0,NA,NA,0,2,0,0,NA,NA
Central Region,Central East Zone,Salima,TA Karonga,Katawa Health Centre,SwsE7VzcNRF,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,19,2,17,0,0,0,1,17,1,0,2,0,1,1,0,0,2
Central Region,Central East Zone,Salima,TA Karonga,Katawa Health Centre,SwsE7VzcNRF,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),30,NA,NA,NA,NA,0,0,1,28,1,NA,NA,0,1,1,0,NA,NA
Central Region,Central East Zone,Salima,TA Karonga,Katawa Health Centre,SwsE7VzcNRF,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,15,0,14,1,1,0,1,13,0,0,1,0,1,0,0,0,1
Central Region,Central East Zone,Salima,TA Maganga,Mafco Health Centre,dodorgunit0006,POC,Public,2019 Q1,1st month of quarter,All patients (checked data),1,NA,NA,NA,NA,0,0,0,1,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central East Zone,Salima,TA Maganga,Mafco Health Centre,dodorgunit0006,POC,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,7,1,6,0,0,0,1,6,0,0,1,0,1,0,0,0,1
Central Region,Central East Zone,Salima,TA Maganga,Mafco Health Centre,dodorgunit0006,POC,Public,2019 Q1,2nd month of quarter,All patients (checked data),5,NA,NA,NA,NA,0,0,0,5,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central East Zone,Salima,TA Maganga,Mafco Health Centre,dodorgunit0006,POC,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,7,2,5,0,0,1,1,4,1,0,2,0,1,1,0,0,2
Central Region,Central East Zone,Salima,TA Maganga,Mafco Health Centre,dodorgunit0006,POC,Public,2019 Q1,3rd month of quarter,All patients (checked data),5,NA,NA,NA,NA,2,0,0,3,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central East Zone,Salima,TA Maganga,Mafco Health Centre,dodorgunit0006,POC,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,7,2,5,0,0,0,1,6,0,0,1,0,1,0,0,0,1
Central Region,Central East Zone,Salima,TA Maganga,Maganga Health Centre,QAZreSLY0VU,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),207,NA,NA,NA,NA,0,0,5,201,1,NA,NA,0,5,1,0,NA,NA
Central Region,Central East Zone,Salima,TA Maganga,Maganga Health Centre,QAZreSLY0VU,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,121,5,116,0,3,0,5,113,0,0,5,0,5,0,0,0,5
Central Region,Central East Zone,Salima,TA Maganga,Maganga Health Centre,QAZreSLY0VU,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),128,NA,NA,NA,NA,0,0,5,123,0,NA,NA,0,5,0,0,NA,NA
Central Region,Central East Zone,Salima,TA Maganga,Maganga Health Centre,QAZreSLY0VU,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,110,1,109,0,0,0,1,109,0,0,1,0,1,0,0,0,1
Central Region,Central East Zone,Salima,TA Maganga,Maganga Health Centre,QAZreSLY0VU,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),122,NA,NA,NA,NA,0,0,6,116,0,NA,NA,0,6,0,0,NA,NA
Central Region,Central East Zone,Salima,TA Maganga,Maganga Health Centre,QAZreSLY0VU,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,112,0,112,0,0,0,2,109,1,0,3,0,2,1,0,0,3
Central Region,Central East Zone,Salima,TA Maganga,Senga Bay Baptist Medical Clinic,JqUkCByf5dO,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),129,NA,NA,NA,NA,0,0,8,118,3,NA,NA,0,3,8,0,NA,NA
Central Region,Central East Zone,Salima,TA Maganga,Senga Bay Baptist Medical Clinic,JqUkCByf5dO,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,78,0,78,0,0,0,3,73,2,0,5,0,3,2,0,0,5
Central Region,Central East Zone,Salima,TA Maganga,Senga Bay Baptist Medical Clinic,JqUkCByf5dO,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),90,NA,NA,NA,NA,0,0,6,80,4,NA,NA,0,6,4,0,NA,NA
Central Region,Central East Zone,Salima,TA Maganga,Senga Bay Baptist Medical Clinic,JqUkCByf5dO,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,78,0,77,1,0,0,5,70,3,0,8,0,5,3,0,0,8
Central Region,Central East Zone,Salima,TA Maganga,Senga Bay Baptist Medical Clinic,JqUkCByf5dO,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),109,NA,NA,NA,NA,0,0,5,104,0,NA,NA,0,5,0,0,NA,NA
Central Region,Central East Zone,Salima,TA Maganga,Senga Bay Baptist Medical Clinic,JqUkCByf5dO,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,76,4,72,0,0,0,6,68,2,0,8,0,2,6,0,0,8
Central Region,Central East Zone,Salima,TA Maganga,Parachute Battalion Clinic,dodorgunit0011,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central East Zone,Salima,TA Maganga,Parachute Battalion Clinic,dodorgunit0011,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central East Zone,Salima,TA Maganga,Parachute Battalion Clinic,dodorgunit0011,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central East Zone,Salima,TA Maganga,Parachute Battalion Clinic,dodorgunit0011,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central East Zone,Salima,TA Maganga,Parachute Battalion Clinic,dodorgunit0011,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central East Zone,Salima,TA Maganga,Parachute Battalion Clinic,dodorgunit0011,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central East Zone,Salima,TA Ndindi,Chipoka Health Centre,uPLGRCkl1wT,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),102,NA,NA,NA,NA,2,1,0,97,2,NA,NA,0,0,2,0,NA,NA
Central Region,Central East Zone,Salima,TA Ndindi,Chipoka Health Centre,uPLGRCkl1wT,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,91,0,91,0,0,0,4,87,0,0,4,0,4,0,0,0,4
Central Region,Central East Zone,Salima,TA Ndindi,Chipoka Health Centre,uPLGRCkl1wT,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),87,NA,NA,NA,NA,0,0,6,80,1,NA,NA,0,6,1,0,NA,NA
Central Region,Central East Zone,Salima,TA Ndindi,Chipoka Health Centre,uPLGRCkl1wT,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,90,0,90,0,0,0,4,84,2,0,6,0,4,2,0,0,6
Central Region,Central East Zone,Salima,TA Ndindi,Chipoka Health Centre,uPLGRCkl1wT,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),85,NA,NA,NA,NA,0,0,5,80,0,NA,NA,0,5,0,0,NA,NA
Central Region,Central East Zone,Salima,TA Ndindi,Chipoka Health Centre,uPLGRCkl1wT,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,96,2,94,0,2,0,3,91,0,0,3,0,3,0,0,0,3
Central Region,Central East Zone,Salima,TA Ndindi,Mchoka Health Centre,kRceVOmcbBP,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),177,NA,NA,NA,NA,0,0,5,172,0,NA,NA,0,5,0,0,NA,NA
