area_level,area_name,sex,age_group,indicator,indicator_label,mean,lower,upper
District,Likoma,male,40-44,population,Population,461.470946913028,461.470946913028,461.470946913028
District,Likoma,male,45-49,population,Population,303.903934664369,303.903934664369,303.903934664369
District,Likoma,male,50-54,population,Population,170.65483949357,170.65483949357,170.65483949357
District,Likoma,male,55-59,population,Population,131.49067867918,131.49067867918,131.49067867918
District,Likoma,male,60-64,population,Population,99.5345940218037,99.5345940218037,99.5345940218037
District,Likoma,male,65-69,population,Population,66.5088462828009,66.5088462828009,66.5088462828009
District,Likoma,female,0-4,prevalence,HIV prevalence,0.00396806877626073,0.00366527613647166,0.00431158542968561
District,Likoma,female,5-9,prevalence,HIV prevalence,0.00702624350071497,0.00636631413624045,0.0077558302894541
District,Likoma,female,10-14,prevalence,HIV prevalence,0.0112762436177496,0.010220737539771,0.0124408706748052
District,Likoma,female,15-19,prevalence,HIV prevalence,0.0176017792286863,0.0146818578757738,0.021355956505961
District,Likoma,female,20-24,prevalence,HIV prevalence,0.0321522862217431,0.0271831234284038,0.0370700414852571
District,Likoma,female,25-29,prevalence,HIV prevalence,0.0657643209637974,0.0577723364745921,0.0744884902068917
District,Likoma,female,30-34,prevalence,HIV prevalence,0.120441448922869,0.108000499088003,0.134027512961774
District,Likoma,female,35-39,prevalence,HIV prevalence,0.182192646916512,0.166634508620851,0.197663951420764
District,Likoma,female,40-44,prevalence,HIV prevalence,0.229780701624766,0.211522622931025,0.250146327048296
District,Likoma,female,45-49,prevalence,HIV prevalence,0.229639920682106,0.207401832878214,0.251735858854501
District,Likoma,female,50-54,prevalence,HIV prevalence,0.215374181721858,0.192051968173585,0.242250136557628
District,Likoma,female,55-59,prevalence,HIV prevalence,0.151055312534967,0.128746093575217,0.175389245448417
District,Likoma,female,60-64,prevalence,HIV prevalence,0.127146281907432,0.107598428706683,0.151545500560575
District,Likoma,female,65-69,prevalence,HIV prevalence,0.110995508663284,0.0873088552937619,0.137123281363143
District,Likoma,male,0-4,prevalence,HIV prevalence,0.00381985287618238,0.00352806008913888,0.0041509979019026
District,Likoma,male,5-9,prevalence,HIV prevalence,0.00698505429775974,0.0063289867979691,0.00771037303094309
District,Likoma,male,10-14,prevalence,HIV prevalence,0.0116693323588679,0.010576905365677,0.0128747489092574
District,Likoma,male,15-19,prevalence,HIV prevalence,0.0125938668297451,0.0101029817377317,0.0156214124486193
District,Likoma,male,20-24,prevalence,HIV prevalence,0.0166833989076778,0.0132463935343636,0.0213371673997728
District,Likoma,male,25-29,prevalence,HIV prevalence,0.0290216638493644,0.0240011556146271,0.0354759700690618
District,Likoma,male,30-34,prevalence,HIV prevalence,0.0599008741964112,0.0505957281125013,0.0707257170682572
District,Likoma,male,35-39,prevalence,HIV prevalence,0.104263479706789,0.0897230342762011,0.120094722481063
District,Likoma,male,40-44,prevalence,HIV prevalence,0.148336843248564,0.130774072215044,0.167382467982346
District,Likoma,male,45-49,prevalence,HIV prevalence,0.207728076688736,0.184404477117652,0.232961759774332
District,Likoma,male,50-54,prevalence,HIV prevalence,0.235452990434013,0.208717809393462,0.265426013474467
District,Likoma,male,55-59,prevalence,HIV prevalence,0.189904371068322,0.162175057194384,0.21901241437829
District,Likoma,male,60-64,prevalence,HIV prevalence,0.162938357571829,0.135043916533829,0.195001481955125
District,Likoma,male,65-69,prevalence,HIV prevalence,0.145639002301254,0.116624321517981,0.177659429043643
District,Likoma,female,0-4,plhiv,PLHIV,3.67074617095066,3.3906833450284,3.98846758446166
District,Likoma,female,5-9,plhiv,PLHIV,6.55701059118979,5.94131332011656,7.23765784401594
District,Likoma,female,10-14,plhiv,PLHIV,12.2312151237857,11.0867972504397,13.4938314648494
District,Likoma,female,15-19,plhiv,PLHIV,16.8892854328169,14.0905171339718,20.4859680447652
District,Likoma,female,20-24,plhiv,PLHIV,27.4408375863811,23.2081185419976,31.6267934245728
District,Likoma,female,25-29,plhiv,PLHIV,48.1768878209949,42.3464653429052,54.5338433928834
District,Likoma,female,30-34,plhiv,PLHIV,78.6200798211176,70.5617222164861,87.4038249240346
District,Likoma,female,35-39,plhiv,PLHIV,109.177004917718,99.9645008085304,118.317909128729
District,Likoma,female,40-44,plhiv,PLHIV,100.411093455362,92.5522616598343,109.15312789194
District,Likoma,female,45-49,plhiv,PLHIV,69.1093991550489,62.5153997922754,75.640704120811
District,Likoma,female,50-54,plhiv,PLHIV,42.8249025755711,38.2507833207497,48.0772797255963
District,Likoma,female,55-59,plhiv,PLHIV,25.1134393769645,21.4385291276407,29.1085772486921
District,Likoma,female,60-64,plhiv,PLHIV,12.946168300758,10.9710886323475,15.4037037087419
District,Likoma,female,65-69,plhiv,PLHIV,10.3730981014677,8.173289689547,12.790997051176
District,Likoma,male,0-4,plhiv,PLHIV,3.82703909383098,3.53474143064196,4.15874825636233
District,Likoma,male,5-9,plhiv,PLHIV,6.7351343728556,6.10271151173909,7.43427139704198
District,Likoma,male,10-14,plhiv,PLHIV,11.0976151965246,10.0591789808676,12.2433442588437
District,Likoma,male,15-19,plhiv,PLHIV,14.4041649988525,11.5539542408607,17.869299839174
District,Likoma,male,20-24,plhiv,PLHIV,15.9720521262928,12.6796630252123,20.4316058218919
District,Likoma,male,25-29,plhiv,PLHIV,24.7350944967577,20.4515758765781,30.2447374483019
District,Likoma,male,30-34,plhiv,PLHIV,40.7212915728648,34.3813470072897,48.10325589686
District,Likoma,male,35-39,plhiv,PLHIV,53.442833030003,45.9600443017,61.6009035358345
District,Likoma,male,40-44,plhiv,PLHIV,68.4531435160044,60.3012393146697,77.3077606369629
District,Likoma,male,45-49,plhiv,PLHIV,63.1293798459688,55.9829037502232,70.8779098054997
District,Likoma,male,50-54,plhiv,PLHIV,40.1811922907976,35.5761528607579,45.3570538274681
District,Likoma,male,55-59,plhiv,PLHIV,24.9706546359165,21.2981408633646,28.8355649279654
District,Likoma,male,60-64,plhiv,PLHIV,16.2180032714915,13.4248423489592,19.4371843492602
District,Likoma,male,65-69,plhiv,PLHIV,9.68628201683458,7.74653396890386,11.8328064814026
District,Likoma,female,0-4,art_coverage,ART coverage,0.824925713930158,0.72019171257197,0.901090434918276
District,Likoma,female,5-9,art_coverage,ART coverage,0.846585097611547,0.751426645321511,0.914528258235664
District,Likoma,female,10-14,art_coverage,ART coverage,0.853945784569699,0.762246894689279,0.91901397447746
District,Likoma,female,15-19,art_coverage,ART coverage,0.979405065046771,0.961875290682847,0.990376073005486
District,Likoma,female,20-24,art_coverage,ART coverage,0.965779002513252,0.941035836386243,0.981747538695491
District,Likoma,female,25-29,art_coverage,ART coverage,0.972497211783001,0.953216268879498,0.98486800975961
District,Likoma,female,30-34,art_coverage,ART coverage,0.983728535450471,0.971890485709274,0.991414002220857
District,Likoma,female,35-39,art_coverage,ART coverage,0.991364312813426,0.984908340458186,0.995416616043679
District,Likoma,female,40-44,art_coverage,ART coverage,0.993824915540579,0.988335450262879,0.99705213430477
District,Likoma,female,45-49,art_coverage,ART coverage,0.995027248679497,0.990644497670543,0.997718124904387
District,Likoma,female,50-54,art_coverage,ART coverage,0.994530550494443,0.988913930001882,0.99757182878897
District,Likoma,female,55-59,art_coverage,ART coverage,0.991738759893366,0.983733146291027,0.996226563478854
District,Likoma,female,60-64,art_coverage,ART coverage,0.99204650264359,0.981872511228881,0.99674077330561
District,Likoma,female,65-69,art_coverage,ART coverage,0.992099211734928,0.983484048084533,0.996986255696459
District,Likoma,male,0-4,art_coverage,ART coverage,0.823927785123633,0.720765210276624,0.901343963377783
District,Likoma,male,5-9,art_coverage,ART coverage,0.845650985503381,0.751738696445822,0.914658820811832
District,Likoma,male,10-14,art_coverage,ART coverage,0.853185569880222,0.762691692915895,0.919196585941202
District,Likoma,male,15-19,art_coverage,ART coverage,0.852338881824555,0.780127737621737,0.906044471205168
District,Likoma,male,20-24,art_coverage,ART coverage,0.750572680572157,0.61182150121244006,0.861630250535176
District,Likoma,male,25-29,art_coverage,ART coverage,0.762393467983,0.639451134852718,0.865011055823811
District,Likoma,male,30-34,art_coverage,ART coverage,0.8050186788477108,0.69396482592211,0.889430195281188
District,Likoma,male,35-39,art_coverage,ART coverage,0.881809199945362,0.814885940121103,0.93800200228441
District,Likoma,male,40-44,art_coverage,ART coverage,0.915161509879362,0.854210896376087,0.956102998920191
District,Likoma,male,45-49,art_coverage,ART coverage,0.933342521200706,0.88385113739882,0.966362489938353
District,Likoma,male,50-54,art_coverage,ART coverage,0.934848275013593,0.886317800108303,0.967815021405866
District,Likoma,male,55-59,art_coverage,ART coverage,0.912275438076795,0.843495492927525,0.956624329342468
District,Likoma,male,60-64,art_coverage,ART coverage,0.910720723007037,0.837768731112332,0.959132933230491
District,Likoma,male,65-69,art_coverage,ART coverage,0.91297646934903,0.830339233151095,0.960926922894604
District,Likoma,female,0-4,aware_plhiv_prop,Proportion PLHIV aware,0.831668376384491,0.731757905780249,0.904695664353615
District,Likoma,female,5-9,aware_plhiv_prop,Proportion PLHIV aware,0.856380740507808,0.768289378979365,0.919740557583315
District,Likoma,female,10-14,aware_plhiv_prop,Proportion PLHIV aware,0.86655080396587,0.783950023229483,0.925714457645095
District,Likoma,female,15-19,aware_plhiv_prop,Proportion PLHIV aware,0.979405065046771,0.961875290682847,0.990376073005486
District,Likoma,female,20-24,aware_plhiv_prop,Proportion PLHIV aware,0.965779002513252,0.941035836386243,0.981747538695491
District,Likoma,female,25-29,aware_plhiv_prop,Proportion PLHIV aware,0.972497211783001,0.953216268879498,0.98486800975961
District,Likoma,female,30-34,aware_plhiv_prop,Proportion PLHIV aware,0.983728535450471,0.971890485709274,0.991414002220857
District,Likoma,female,35-39,aware_plhiv_prop,Proportion PLHIV aware,0.991364312813426,0.984908340458186,0.995416616043679
District,Likoma,female,40-44,aware_plhiv_prop,Proportion PLHIV aware,0.993824915540579,0.988335450262879,0.99705213430477
District,Likoma,female,45-49,aware_plhiv_prop,Proportion PLHIV aware,0.995027248679497,0.990644497670543,0.997718124904387
District,Likoma,female,50-54,aware_plhiv_prop,Proportion PLHIV aware,0.994530550494443,0.988913930001882,0.99757182878897
District,Likoma,female,55-59,aware_plhiv_prop,Proportion PLHIV aware,0.991738759893366,0.983733146291027,0.996226563478854
District,Likoma,female,60-64,aware_plhiv_prop,Proportion PLHIV aware,0.99204650264359,0.981872511228881,0.99674077330561
District,Likoma,female,65-69,aware_plhiv_prop,Proportion PLHIV aware,0.992099211734928,0.983484048084533,0.996986255696459
District,Likoma,male,0-4,aware_plhiv_prop,Proportion PLHIV aware,0.830715040038657,0.731351870170986,0.905193928223246
District,Likoma,male,5-9,aware_plhiv_prop,Proportion PLHIV aware,0.855508901556602,0.767366962653019,0.92016676147177
District,Likoma,male,10-14,aware_plhiv_prop,Proportion PLHIV aware,0.865863112973342,0.782908167859867,0.926242250620891
District,Likoma,male,15-19,aware_plhiv_prop,Proportion PLHIV aware,0.867317305763524,0.801917025374337,0.915737757612447
District,Likoma,male,20-24,aware_plhiv_prop,Proportion PLHIV aware,0.80608249013819,0.694546190978589,0.893447345633849
District,Likoma,male,25-29,aware_plhiv_prop,Proportion PLHIV aware,0.82617447250523,0.732876823468252,0.902271396919573
District,Likoma,male,30-34,aware_plhiv_prop,Proportion PLHIV aware,0.878951706134391,0.807107444171299,0.93213157519969
District,Likoma,male,35-39,aware_plhiv_prop,Proportion PLHIV aware,0.915725943301814,0.86714562787819,0.956032785588388
District,Likoma,male,40-44,aware_plhiv_prop,Proportion PLHIV aware,0.940022392058255,0.896325775269378,0.969088016450022
District,Likoma,male,45-49,aware_plhiv_prop,Proportion PLHIV aware,0.953834422011795,0.919162607519641,0.976779087681726
District,Likoma,male,50-54,aware_plhiv_prop,Proportion PLHIV aware,0.952455905494011,0.916690571942212,0.976580130979253
District,Likoma,male,55-59,aware_plhiv_prop,Proportion PLHIV aware,0.935966166480369,0.885062113767937,0.968461897169062
District,Likoma,male,60-64,aware_plhiv_prop,Proportion PLHIV aware,0.934835764601504,0.880820140119118,0.970298557159578
District,Likoma,male,65-69,aware_plhiv_prop,Proportion PLHIV aware,0.936496083353127,0.875290025471496,0.97160638838178
District,Likoma,female,0-4,incidence,HIV incidence,9.4702888146738e-4,8.8602127792823e-4,0.0010090697001104
District,Likoma,female,5-9,incidence,HIV incidence,0,0,0
District,Likoma,female,10-14,incidence,HIV incidence,0,0,0
District,Likoma,female,15-19,incidence,HIV incidence,8.1857961382508e-4,7.2701538901364e-4,9.2825786322934e-4
District,Likoma,female,20-24,incidence,HIV incidence,0.00249297927165576,0.00221409713443201,0.00282704018484979
District,Likoma,female,25-29,incidence,HIV incidence,0.00263071635900275,0.00233642386180923,0.00298323738366232
District,Likoma,female,30-34,incidence,HIV incidence,0.0021400863015064,0.0019006854549535,0.00242685287950454
District,Likoma,female,35-39,incidence,HIV incidence,0.00159845110663553,0.00141964523949447,0.00181263228282705
District,Likoma,female,40-44,incidence,HIV incidence,0.00116534327560973,0.00103498858763443,0.00132148663651451
District,Likoma,female,45-49,incidence,HIV incidence,8.4021363569723e-4,7.4622935424184e-4,9.5279074139584e-4
District,Likoma,female,50-54,incidence,HIV incidence,5.9971334458213e-4,5.32631678558e-4,6.8006543994628e-4
District,Likoma,female,55-59,incidence,HIV incidence,4.3384232123548e-4,3.8531477578449e-4,4.9196968974265e-4
District,Likoma,female,60-64,incidence,HIV incidence,3.1867448181655e-4,2.8302927563997e-4,3.6137102922232e-4
District,Likoma,female,65-69,incidence,HIV incidence,2.3491063378982e-4,2.0863491216945e-4,2.6638418602694e-4
District,Likoma,male,0-4,incidence,HIV incidence,9.503106202242e-4,8.8909151566259e-4,0.00101256653474606
District,Likoma,male,5-9,incidence,HIV incidence,0,0,0
District,Likoma,male,10-14,incidence,HIV incidence,0,0,0
District,Likoma,male,15-19,incidence,HIV incidence,4.73545789000652e-5,4.20578257988523e-5,5.3699112037116e-5
District,Likoma,male,20-24,incidence,HIV incidence,5.5309083837275e-4,4.9122444912032e-4,6.2719585886196e-4
District,Likoma,male,25-29,incidence,HIV incidence,0.001291026801111,0.00114661290564991,0.00146401087195285
District,Likoma,male,30-34,incidence,HIV incidence,0.00171128059938909,0.001519853337259,0.00194058023480358
District,Likoma,male,35-39,incidence,HIV incidence,0.00178330158880062,0.0015838171885495,0.00202225264445219
District,Likoma,male,40-44,incidence,HIV incidence,0.00164787967079338,0.00146354507240498,0.00186868324601077
District,Likoma,male,45-49,incidence,HIV incidence,0.00142841276118628,0.00126862977499318,0.00161980684901234
District,Likoma,male,50-54,incidence,HIV incidence,0.00118987395654175,0.00105677559065224,0.00134930368671157
District,Likoma,male,55-59,incidence,HIV incidence,9.6528993721055e-4,8.5731454784432e-4,0.00109462612251596
District,Likoma,male,60-64,incidence,HIV incidence,7.7483488642678e-4,6.8816421731374e-4,8.7865136801118e-4
District,Likoma,male,65-69,incidence,HIV incidence,6.1851073000453e-4,5.493265276226e-4,7.0138127337474e-4
District,Kasungu,female,0-4,population,Population,71116.6232546635,71116.6232546635,71116.6232546635
District,Kasungu,female,5-9,population,Population,72135.5187593954,72135.5187593954,72135.5187593954
District,Kasungu,female,10-14,population,Population,69274.7956450919,69274.7956450919,69274.7956450919
District,Kasungu,female,15-19,population,Population,59558.7550879194,59558.7550879194,59558.7550879194
District,Kasungu,female,20-24,population,Population,46917.7706722204,46917.7706722204,46917.7706722204
District,Kasungu,female,25-29,population,Population,37827.3209688929,37827.3209688929,37827.3209688929
